id,latitude,longitude,neighbourhood_cleansed,accommodates,bedrooms,beds,bathrooms,review_scores_rating,number_of_reviews,host_listings_count,amenities_count,host_tenure_days,has_picture,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,occupancy_rate_mean,target_price
42834617,42.3294961,-71.0881648,Roxbury,16,7.0,17.0,5.0,4.91,11,6.0,32,3713.0,1,True,False,False,False,0.13424657534246576,688.0
42870400,42.32128,-71.06046,Dorchester,2,1.0,1.0,1.0,3.83,6,60.0,54,5756.0,1,False,False,True,False,0.3780821917808219,65.0
42870430,42.323,-71.05997,Dorchester,2,1.0,1.0,1.0,4.17,6,60.0,56,5756.0,1,False,False,True,False,0.5178082191780822,87.0
42915815,42.36548,-71.06833,West End,1,1.0,1.0,1.0,4.96,26,6.0,52,4534.0,1,False,False,True,False,0.08493150684931507,112.0
42937960,42.35942,-71.0653,Beacon Hill,1,,,,,0,1.0,9,2046.0,1,False,False,True,False,1.0,
42975758,42.36283,-71.13054,Allston,2,1.0,1.0,1.0,4.98,145,2.0,30,2695.0,1,False,False,True,False,0.8657534246575342,83.0
42980478,42.36091,-71.13049,Allston,1,1.0,1.0,1.0,4.85,117,2.0,28,2695.0,1,False,False,True,False,0.8301369863013699,89.0
43071363,42.34488,-71.07195,South End,3,1.0,1.0,1.0,4.84,176,2.0,39,2890.0,1,True,False,False,False,0.12054794520547946,290.0
43163112,42.34469,-71.08851,Fenway,1,,,,,0,1.0,13,3043.0,1,False,False,True,False,1.0,
43205956,42.29438,-71.06765,Dorchester,6,3.0,4.0,1.0,4.75,4,2.0,55,2464.0,1,True,False,False,False,0.0,247.0
43277216,42.352093,-71.06081,Chinatown,5,2.0,,,4.33,45,448.0,48,3860.0,1,True,False,False,False,0.010958904109589041,
43277439,42.352093,-71.06081,Chinatown,5,2.0,,,4.57,61,448.0,49,3860.0,1,True,False,False,False,0.07397260273972603,
43300494,42.352093,-71.06081,Chinatown,3,,,,4.37,78,448.0,49,3860.0,1,True,False,False,False,0.0136986301369863,
43301136,42.352093,-71.06081,Chinatown,3,,,,4.47,15,448.0,48,3860.0,1,True,False,False,False,0.005479452054794521,
43301292,42.352093,-71.06081,Chinatown,3,,,,4.71,7,448.0,48,3860.0,1,True,False,False,False,0.0136986301369863,
43301511,42.352093,-71.06081,Chinatown,3,,,,4.22,9,448.0,48,3860.0,1,True,False,False,False,0.0136986301369863,
43394464,42.30447,-71.11556,Jamaica Plain,6,3.0,,,,0,1.0,21,4180.0,1,True,False,False,False,1.0,
43566910,42.34843,-71.04859,South Boston Waterfront,2,0.0,1.0,1.0,5.0,6,2.0,31,4146.0,1,True,False,False,False,0.5123287671232877,191.0
43605329,42.34923,-71.08622,Back Bay,3,2.0,,,,0,1.0,24,4078.0,1,True,False,False,False,1.0,
43673971,42.35214,-71.07704,Back Bay,2,0.0,1.0,1.0,5.0,1,21.0,28,5881.0,1,True,False,False,False,0.09863013698630137,130.0
43757873,42.38102,-71.06814,Charlestown,7,4.0,5.0,2.5,5.0,6,2.0,34,4203.0,1,True,False,False,False,0.9068493150684932,150.0
43833357,42.3755827,-71.0494657,Charlestown,2,1.0,1.0,1.0,4.99,71,4.0,50,2183.0,1,True,False,False,False,0.0547945205479452,311.0
43899519,42.31698,-71.09315,Roxbury,2,1.0,1.0,1.0,4.85,254,1.0,29,4811.0,1,True,False,False,False,0.33424657534246577,137.0
43921666,42.352093,-71.060806,Chinatown,5,2.0,,,5.0,1,134.0,49,3324.0,1,True,False,False,False,0.07397260273972603,
43957080,42.352093,-71.060806,Chinatown,5,2.0,,,4.67,6,134.0,49,3324.0,1,True,False,False,False,0.07397260273972603,
43977877,42.34991,-71.0674,Bay Village,4,2.0,4.0,2.5,5.0,1,2.0,29,4912.0,1,True,False,False,False,0.23835616438356164,170.0
43994299,42.38318,-71.07211,Charlestown,3,1.0,1.0,2.0,5.0,1,9.0,14,5200.0,1,False,False,True,False,0.0,100.0
44014524,42.35055,-71.06486,Downtown,2,0.0,2.0,1.0,2.0,1,3.0,22,3557.0,1,True,False,False,False,0.24383561643835616,216.0
44053258,42.35221,-71.06442,Downtown,2,0.0,1.0,1.0,,0,5084.0,29,3233.0,1,True,False,False,False,0.23013698630136986,238.0
44064171,42.34324049937066,-71.07724019857797,South End,2,1.0,2.0,1.0,5.0,19,2.0,46,3511.0,1,True,False,False,False,0.36164383561643837,259.0
44135040,42.37603,-71.05034,Charlestown,6,2.0,3.0,2.0,5.0,79,4.0,50,2183.0,1,True,False,False,False,0.27671232876712326,448.0
44207601,42.34085,-71.08078,South End,2,1.0,1.0,1.0,,0,1.0,16,2809.0,1,False,False,True,False,0.5150684931506849,151.0
44242670,42.348633,-71.074088,Back Bay,2,1.0,,,,0,5084.0,32,3233.0,1,True,False,False,False,1.0,
44261204,42.35155,-71.08738,Back Bay,2,0.0,1.0,1.0,,0,15.0,37,2770.0,1,True,False,False,False,0.0273972602739726,232.0
44340294,42.27743,-71.1406,Roslindale,4,1.0,2.0,1.0,4.71,246,1.0,34,4744.0,1,True,False,False,False,0.3917808219178082,127.0
44356157,42.36364,-71.06227,Downtown,2,,,,,0,1.0,16,1920.0,1,False,False,True,False,1.0,
44444878,42.3523,-71.08539,Back Bay,2,1.0,2.0,1.0,5.0,5,2.0,23,2345.0,1,True,False,False,False,0.01643835616438356,145.0
44549370,42.33973,-71.14656,Brighton,4,1.0,1.0,1.0,5.0,1,117.0,49,3843.0,1,True,False,False,False,0.09041095890410959,155.0
44681847,42.32849,-71.09338,Roxbury,1,1.0,,,3.0,2,79.0,18,5216.0,1,False,False,True,False,0.40273972602739727,
44711393,42.28574,-71.13203,Roslindale,2,0.0,2.0,1.0,,0,3.0,8,4473.0,1,True,False,False,False,0.10684931506849316,72.0
44740904,42.34906,-71.04471,South Boston Waterfront,2,1.0,1.0,1.0,,0,5084.0,31,3233.0,1,True,False,False,False,0.27945205479452057,324.0
44776954,42.34906,-71.04471,South Boston Waterfront,2,1.0,1.0,1.0,,0,5084.0,31,3233.0,1,True,False,False,False,0.2547945205479452,307.0
44776967,42.34906,-71.04471,South Boston Waterfront,2,1.0,1.0,1.0,,0,5084.0,31,3233.0,1,True,False,False,False,0.3589041095890411,327.0
44820346,42.28658,-71.05386,Dorchester,2,1.0,0.0,0.0,5.0,4,3.0,13,2851.0,1,False,False,True,False,0.26301369863013696,78.0
44821182,42.28583,-71.05558,Dorchester,2,1.0,1.0,1.0,4.72,18,3.0,11,2851.0,1,False,False,True,False,0.23835616438356164,46.0
44906627,42.3423,-71.07443,South End,2,1.0,1.0,1.0,5.0,13,4.0,22,3822.0,1,True,False,False,False,0.8657534246575342,150.0
45019855,42.32865,-71.09197,Roxbury,1,1.0,1.0,1.5,4.4,5,79.0,24,5216.0,1,False,False,True,False,0.049315068493150684,78.0
45028281,42.31768,-71.10568,Jamaica Plain,2,1.0,,,4.71,17,4.0,39,3822.0,1,True,False,False,False,0.9972602739726028,
45069092,42.31677,-71.11427,Jamaica Plain,5,2.0,2.0,1.0,4.86,72,2.0,65,5181.0,1,True,False,False,False,0.4767123287671233,306.0
45095953,42.3522052,-71.06442279999999,Downtown,2,0.0,1.0,1.0,,0,5084.0,29,3233.0,1,True,False,False,False,0.8328767123287671,257.0
45096003,42.34906,-71.04471,South Boston Waterfront,2,1.0,1.0,1.0,,0,5084.0,31,3233.0,1,True,False,False,False,0.2410958904109589,313.0
45096017,42.34906,-71.04471,South Boston Waterfront,2,1.0,1.0,1.0,,0,5084.0,31,3233.0,1,True,False,False,False,0.2273972602739726,316.0
45133862,42.34256,-71.15612,Brighton,1,0.0,1.0,1.0,5.0,8,1.0,24,3103.0,1,True,False,False,False,0.5835616438356165,60.0
45253366,42.36524,-71.05602,North End,3,1.0,2.0,1.0,4.61,23,1.0,48,4486.0,1,True,False,False,False,0.3506849315068493,199.0
45256497,42.34579,-71.08918,Fenway,2,2.0,,,,0,14.0,8,3060.0,1,True,False,False,False,1.0,
45311024,42.33163,-71.0995,Mission Hill,6,3.0,3.0,1.5,,0,14.0,29,3060.0,1,True,False,False,False,0.6027397260273972,140.0
45349044,42.34887,-71.06596,Downtown,2,1.0,1.0,1.0,4.42,538,2.0,18,1875.0,1,False,False,True,False,0.2356164383561644,381.0
45349148,42.34935,-71.06535,Downtown,4,1.0,2.0,1.0,4.57,539,2.0,18,1875.0,1,False,False,True,False,0.29863013698630136,411.0
45354353,42.35882,-71.12831,Allston,1,1.0,1.0,2.0,5.0,2,9.0,22,3769.0,1,False,False,True,False,0.021917808219178082,60.0
45354387,42.35681,-71.12865,Allston,1,1.0,1.0,2.0,4.75,4,9.0,24,3769.0,1,False,False,True,False,0.4904109589041096,56.0
45354534,42.35907,-71.1301,Allston,1,1.0,1.0,2.0,5.0,6,9.0,39,3769.0,1,False,False,True,False,0.10684931506849316,56.0
45440353,42.36682,-71.02931,East Boston,4,2.0,2.0,2.0,4.94,171,3.0,50,4563.0,1,True,False,False,False,0.4794520547945205,197.0
45493742,42.35538,-71.06196,Downtown,6,3.0,3.0,2.0,4.76,353,39.0,46,1880.0,1,True,False,False,False,0.989041095890411,644.0
45493951,42.35514,-71.06191,Downtown,4,2.0,2.0,1.0,4.77,304,39.0,44,1880.0,1,True,False,False,False,0.936986301369863,638.0
45494260,42.35726395973094,-71.06179395619714,Downtown,8,4.0,4.0,2.0,4.74,293,39.0,32,1880.0,1,True,False,False,False,0.9780821917808219,711.0
45501019,42.37714,-71.03994,East Boston,6,2.0,5.0,1.5,4.87,238,2.0,58,2726.0,1,True,False,False,False,0.8904109589041096,264.0
45502178,42.35558323953741,-71.0605228734014,Downtown,6,3.0,3.0,2.0,4.73,350,39.0,45,1880.0,1,True,False,False,False,0.989041095890411,488.0
45502853,42.37667,-71.05025,Charlestown,2,1.0,1.0,1.0,4.86,14,4.0,51,2183.0,1,True,False,False,False,0.0547945205479452,300.0
45531118,42.34435,-71.08762,Fenway,5,2.0,2.0,2.0,,0,266.0,30,4027.0,1,True,False,False,False,0.2821917808219178,275.0
45531129,42.34481,-71.08792,Fenway,3,1.0,1.0,1.0,,0,266.0,40,4027.0,1,True,False,False,False,0.1095890410958904,230.0
45531759,42.34163,-71.08367,Fenway,8,4.0,4.0,2.5,5.0,49,4.0,70,4050.0,1,True,False,False,False,0.3150684931506849,1140.0
45539554,42.35708,-71.06228,Downtown,8,4.0,4.0,2.0,4.74,278,39.0,34,1880.0,1,True,False,False,False,0.9260273972602739,919.0
45539765,42.35722807237734,-71.06149157569895,Downtown,4,2.0,2.0,1.0,4.71,335,39.0,43,1880.0,1,True,False,False,False,0.9780821917808219,582.0
45542821,42.357308874194494,-71.06218277856146,Downtown,8,4.0,4.0,2.0,4.72,265,39.0,32,1880.0,1,True,False,False,False,0.9643835616438357,645.0
45543316,42.35576,-71.06202,Downtown,6,3.0,3.0,2.0,4.72,292,39.0,46,1880.0,1,True,False,False,False,0.9534246575342465,623.0
45543382,42.355235397569416,-71.06091070350858,Downtown,4,2.0,2.0,1.0,4.67,254,39.0,42,1880.0,1,True,False,False,False,0.936986301369863,421.0
45632722,42.38018,-71.06604,Charlestown,4,2.0,,,4.76,45,1.0,38,3859.0,1,True,False,False,False,1.0,
45641345,42.29309,-71.12205,Roslindale,1,1.0,1.0,1.0,4.5,10,3.0,22,3041.0,1,False,False,True,False,0.1178082191780822,35.0
45652898,42.30912,-71.11833,Jamaica Plain,2,1.0,1.0,1.0,4.94,105,1.0,51,2166.0,1,True,False,False,False,0.6219178082191781,165.0
45658966,42.29156,-71.12194,Roslindale,1,1.0,1.0,1.0,4.6,5,3.0,16,3041.0,1,False,False,True,False,0.1178082191780822,51.0
45675549,42.35531,-71.06071,Downtown,8,4.0,4.0,2.0,4.72,261,39.0,30,1880.0,1,True,False,False,False,0.9808219178082191,740.0
45676233,42.35512,-71.06247,Downtown,4,2.0,2.0,1.0,4.68,308,39.0,31,1880.0,1,True,False,False,False,0.9616438356164384,536.0
45680010,42.34518,-71.08706,Fenway,2,1.0,1.0,1.0,5.0,1,5084.0,33,3233.0,1,True,False,False,False,0.6410958904109589,277.0
45680018,42.34518,-71.08706,Fenway,2,1.0,1.0,1.0,4.0,2,5084.0,33,3233.0,1,True,False,False,False,0.24383561643835616,289.0
45680039,42.3657336,-71.0669497,West End,2,1.0,1.0,1.0,3.0,1,5084.0,29,3233.0,1,True,False,False,False,0.6794520547945205,259.0
45689060,42.35127,-71.05883,Leather District,3,1.0,1.0,1.0,,0,266.0,40,4027.0,1,True,False,False,False,0.07397260273972603,230.0
45689070,42.35116,-71.05873,Leather District,3,1.0,1.0,1.0,,0,266.0,40,4027.0,1,True,False,False,False,0.07945205479452055,240.0
45689076,42.3529623958616,-71.05988657438695,Downtown,3,1.0,1.0,1.0,,0,266.0,40,4027.0,1,True,False,False,False,0.6082191780821918,245.0
45689110,42.35297,-71.05852,Downtown,3,1.0,1.0,1.0,,0,266.0,40,4027.0,1,True,False,False,False,0.07397260273972603,235.0
45689363,42.35337,-71.05861,Downtown,5,2.0,2.0,2.0,,0,266.0,40,4027.0,1,True,False,False,False,0.16986301369863013,310.0
45698782,42.36638,-71.04007,East Boston,3,,,,4.4,5,448.0,51,3860.0,1,True,False,False,False,0.005479452054794521,
45699854,42.36638,-71.04007,East Boston,3,,,,4.0,4,448.0,50,3860.0,1,True,False,False,False,0.005479452054794521,
45699883,42.36638,-71.04007,East Boston,3,1.0,2.0,1.0,3.57,7,448.0,51,3860.0,1,True,False,False,False,0.26575342465753427,354.0
45717383,42.38063,-71.07014,Charlestown,6,3.0,,,5.0,46,1.0,69,1851.0,1,True,False,False,False,1.0,
45726239,42.34054,-71.06665,South End,3,2.0,,,,0,1.0,16,3417.0,1,True,False,False,False,1.0,
45844741,42.30736,-71.06375,Dorchester,3,3.0,4.0,1.0,4.88,89,1.0,40,1869.0,1,True,False,False,False,0.4054794520547945,261.0
45860458,42.35026,-71.08765,Back Bay,2,1.0,,,,0,1.0,31,2125.0,1,True,False,False,False,1.0,
45863993,42.38109,-71.03078,East Boston,2,1.0,,,5.0,3,1.0,33,1962.0,1,True,False,False,False,1.0,
45972855,42.31631,-71.09878,Jamaica Plain,5,2.0,3.0,1.0,4.91,75,2.0,91,5582.0,1,True,False,False,False,0.38082191780821917,297.0
45989299,42.35438,-71.04797,South Boston Waterfront,3,1.0,1.0,1.0,,0,266.0,41,4027.0,1,True,False,False,False,0.0410958904109589,295.0
45989309,42.35469,-71.04609,South Boston Waterfront,5,2.0,2.0,2.0,,0,266.0,41,4027.0,1,True,False,False,False,0.09041095890410959,428.0
45990475,42.36638,-71.04007,East Boston,3,,,,4.2,10,448.0,50,3860.0,1,True,False,False,False,0.005479452054794521,
46005070,42.36638,-71.04007,East Boston,3,,,,4.12,41,448.0,51,3860.0,1,True,False,False,False,0.005479452054794521,
46005073,42.36638,-71.04007,East Boston,3,,,,4.33,27,448.0,51,3860.0,1,True,False,False,False,0.005479452054794521,
46006191,42.36638,-71.04007,East Boston,3,,,,4.11,9,448.0,50,3860.0,1,True,False,False,False,0.0136986301369863,
46006469,42.36638,-71.04007,East Boston,3,,,,4.2,59,448.0,50,3860.0,1,True,False,False,False,0.0136986301369863,
46037756,42.38015,-71.06524,Charlestown,6,3.0,,,5.0,9,2.0,49,3018.0,1,True,False,False,False,1.0,
46062311,42.329247,-71.092819,Roxbury,1,1.0,0.0,1.5,4.6,10,79.0,18,5216.0,1,False,False,True,False,0.42191780821917807,63.0
46074186,42.34507,-71.09626,Fenway,3,1.0,1.0,1.0,4.5,2,266.0,40,4027.0,1,True,False,False,False,0.5232876712328767,245.0
46074220,42.34367,-71.09797,Fenway,3,1.0,1.0,1.0,5.0,1,266.0,40,4027.0,1,True,False,False,False,0.09315068493150686,274.0
46078424,42.3215,-71.07651,Roxbury,2,1.0,1.0,1.0,,0,1.0,11,2707.0,1,False,False,True,False,0.0,70.0
46085675,42.34485,-71.09832,Fenway,3,1.0,1.0,1.0,5.0,3,266.0,40,4027.0,1,True,False,False,False,0.0547945205479452,235.0
46117175,42.3437,-71.09667,Fenway,3,1.0,1.0,1.0,,0,266.0,40,4027.0,1,True,False,False,False,0.1178082191780822,240.0
46135135,42.36745,-71.05735,North End,5,0.0,3.0,1.0,4.92,26,19.0,37,3081.0,1,True,False,False,False,0.11232876712328767,120.0
46142810,42.34501,-71.09595,Fenway,3,1.0,1.0,1.0,5.0,1,266.0,40,4027.0,1,True,False,False,False,0.11232876712328767,235.0
46170478,42.31687,-71.05668,Dorchester,1,1.0,1.0,1.0,4.8,5,3.0,39,1817.0,1,False,False,True,False,0.2410958904109589,85.0
46237380,42.35881,-71.05191,Downtown,2,1.0,1.0,1.0,4.86,160,1.0,29,1835.0,1,False,False,True,False,0.08493150684931507,419.0
46241939,42.33929,-71.07687,South End,4,2.0,,,4.0,1,1.0,27,4861.0,1,True,False,False,False,1.0,
46326668,42.34323,-71.08618,Fenway,5,2.0,2.0,2.0,,0,266.0,40,4027.0,1,True,False,False,False,0.01643835616438356,285.0
46332155,42.29078,-71.15423,West Roxbury,3,1.0,,,5.0,2,1.0,31,3528.0,1,True,False,False,False,1.0,
46385021,42.364773,-71.063143,Downtown,2,1.0,1.0,1.0,5.0,1,5084.0,33,3233.0,1,True,False,False,False,0.6,452.0
46427592,42.31294,-71.11617,Jamaica Plain,3,1.0,1.0,1.0,4.84,81,,51,,1,True,False,False,False,0.3726027397260274,329.0
46580146,42.34886169433594,-71.16592407226562,Brighton,8,3.0,,,5.0,9,1.0,81,3427.0,1,True,False,False,False,1.0,
46697368,42.36135,-71.06387,West End,2,0.0,2.0,1.0,5.0,2,25.0,56,2333.0,1,True,False,False,False,0.33972602739726027,240.0
46791156,42.34353,-71.08747,Fenway,3,1.0,1.0,1.0,5.0,1,266.0,40,4027.0,1,True,False,False,False,0.2465753424657534,215.0
46925307,42.34319,-71.14389,Brighton,6,2.0,4.0,1.0,4.94,17,117.0,59,3843.0,1,True,False,False,False,0.4438356164383562,247.0
46964831,42.35702565661529,-71.06194776110382,Downtown,8,4.0,4.0,2.0,4.74,303,39.0,28,1880.0,1,True,False,False,False,0.9698630136986301,806.0
46966358,42.35563359910092,-71.06034154433256,Downtown,4,2.0,2.0,1.0,4.76,273,39.0,27,1880.0,1,True,False,False,False,0.9397260273972603,585.0
46982246,42.35746,-71.06085,Downtown,8,4.0,4.0,2.0,4.82,321,39.0,22,1880.0,1,True,False,False,False,0.9698630136986301,740.0
46982433,42.35721,-71.06153,Downtown,6,3.0,3.0,2.0,4.76,360,39.0,27,1880.0,1,True,False,False,False,0.9835616438356164,666.0
46982800,42.35666,-71.06026,Downtown,8,4.0,4.0,2.0,4.78,259,39.0,29,1880.0,1,True,False,False,False,0.9753424657534246,695.0
46983441,42.35575107251281,-71.06242661829393,Downtown,8,4.0,4.0,2.0,4.81,279,39.0,27,1880.0,1,True,False,False,False,0.9726027397260274,655.0
46983650,42.3571,-71.06069,Downtown,8,4.0,4.0,2.0,4.8,323,39.0,27,1880.0,1,True,False,False,False,0.9753424657534246,836.0
46984210,42.355056736770834,-71.06221200170934,Downtown,2,0.0,1.0,1.0,4.32,92,6.0,26,2751.0,1,True,False,False,False,0.3232876712328767,211.0
46984660,42.35505676269531,-71.06221008300781,Downtown,2,1.0,2.0,1.0,4.46,120,6.0,24,2751.0,1,True,False,False,False,0.2958904109589041,221.0
47052910,42.35943,-71.05776,Downtown,3,1.0,,,4.5,2,266.0,42,4027.0,1,True,False,False,False,0.01643835616438356,
47091672,42.3469948,-71.1452694,Brighton,2,1.0,1.0,1.0,4.0,1,5084.0,32,3233.0,1,True,False,False,False,0.019178082191780823,337.0
47091700,42.3469948,-71.1452694,Brighton,2,1.0,1.0,1.0,,0,5084.0,32,3233.0,1,True,False,False,False,0.6821917808219178,318.0
47092198,42.3469948,-71.1452694,Brighton,2,1.0,1.0,1.0,,0,5084.0,32,3233.0,1,True,False,False,False,0.6904109589041096,244.0
47097863,42.34947,-71.06196,Chinatown,2,,,,,0,1.0,16,1771.0,1,True,False,False,False,1.0,
47137042,42.28834,-71.13646,Roslindale,2,2.0,1.0,1.0,4.67,9,2.0,16,4379.0,1,True,False,False,False,0.1863013698630137,124.0
47216060,42.36999,-71.03631,East Boston,1,,,,,0,1.0,17,3315.0,1,False,False,True,False,1.0,
47272572,42.34219,-71.08686,Fenway,1,,,,,0,1.0,11,3405.0,1,False,False,True,False,1.0,
47353361,42.37473,-71.06101,Charlestown,4,1.0,0.0,1.0,4.94,18,11.0,37,3826.0,1,True,False,False,False,0.9315068493150684,290.0
47355090,42.305282560949806,-71.06119774985596,Dorchester,4,2.0,2.0,1.0,4.77,84,5.0,33,1898.0,1,True,False,False,False,0.03561643835616438,120.0
47355116,42.36014,-71.12829,Allston,3,1.0,1.0,1.0,4.75,12,1.0,46,4730.0,1,True,False,False,False,0.9205479452054794,201.0
47373862,42.35573,-71.05994,Downtown,2,0.0,1.0,1.0,4.7,254,40.0,39,1757.0,1,True,False,False,False,0.14246575342465753,236.0
47374576,42.35522,-71.05798,Downtown,2,0.0,1.0,1.0,4.73,212,40.0,37,1757.0,1,True,False,False,False,0.3506849315068493,200.0
47374701,42.35392,-71.05954,Downtown,2,0.0,1.0,1.0,4.67,211,40.0,38,1757.0,1,True,False,False,False,0.3726027397260274,228.0
47374978,42.35596,-71.05992,Downtown,2,,,,4.74,290,40.0,38,1757.0,1,True,False,False,False,0.6547945205479452,
47384208,42.35427,-71.05991,Downtown,2,0.0,1.0,1.0,4.72,211,40.0,41,1757.0,1,True,False,False,False,0.37534246575342467,290.0
47384475,42.35519,-71.05994,Downtown,2,1.0,1.0,1.0,4.71,208,40.0,23,1757.0,1,True,False,False,False,0.33424657534246577,279.0
47384597,42.35397,-71.05798,Downtown,4,2.0,2.0,2.0,4.7,249,40.0,23,1757.0,1,True,False,False,False,0.40821917808219177,429.0
47384885,42.35569,-71.06002,Downtown,2,1.0,1.0,1.0,4.58,183,40.0,39,1757.0,1,True,False,False,False,0.39452054794520547,190.0
47385123,42.34406280517578,-71.06999969482422,South End,2,1.0,2.0,1.0,5.0,16,2.0,65,2931.0,1,True,False,False,False,0.16712328767123288,195.0
47406533,42.33437,-71.05208,South Boston,4,2.0,2.0,1.0,4.98,43,2.0,51,3789.0,1,True,False,False,False,0.6821917808219178,402.0
47407478,42.35451,-71.0579,Downtown,2,1.0,1.0,1.0,4.64,185,40.0,42,1757.0,1,True,False,False,False,0.5041095890410959,205.0
47408174,42.35397,-71.05805,Downtown,2,1.0,1.0,1.0,4.65,237,40.0,24,1757.0,1,True,False,False,False,0.43561643835616437,215.0
47408663,42.35426,-71.0598,Downtown,2,0.0,1.0,1.0,4.6,210,40.0,40,1757.0,1,True,False,False,False,0.37534246575342467,220.0
47425133,42.34742,-71.09253,Fenway,2,1.0,1.0,1.0,4.69,124,59.0,41,2294.0,1,True,False,False,False,0.15342465753424658,251.0
47441090,42.32987,-71.08982,Roxbury,2,1.0,1.0,1.0,4.87,167,1.0,36,2239.0,1,True,False,False,False,0.3643835616438356,97.0
47487652,42.35387599921967,-71.05848406519874,Downtown,2,1.0,1.0,1.0,4.68,220,40.0,38,1757.0,1,True,False,False,False,0.37534246575342467,281.0
47488200,42.30945,-71.10263,Jamaica Plain,9,4.0,,,4.87,106,4.0,37,2159.0,1,True,False,False,False,0.03561643835616438,
47492421,42.35533,-71.05769,Downtown,2,0.0,1.0,1.0,4.55,215,40.0,37,1757.0,1,True,False,False,False,0.23835616438356164,212.0
47536459,42.30043,-71.06091,Dorchester,10,4.0,6.0,2.0,4.9,86,4.0,60,3746.0,1,True,False,False,False,0.821917808219178,486.0
47576607,42.35066,-71.07739,Back Bay,2,0.0,1.0,1.0,4.0,1,5084.0,28,3233.0,1,True,False,False,False,0.4821917808219178,251.0
47775251,42.35638,-71.07139,Beacon Hill,1,1.0,1.0,1.0,4.78,9,3.0,26,2368.0,1,False,False,True,False,0.8575342465753425,89.0
47780618,42.38347,-71.01653,East Boston,4,2.0,2.0,1.0,4.89,168,1.0,47,3557.0,1,True,False,False,False,0.8767123287671232,210.0
47867613,42.33716,-71.03812,South Boston,2,0.0,1.0,1.0,4.78,83,3.0,48,2472.0,1,True,False,False,False,0.8547945205479452,74.0
47873448,42.37877,-71.0311,East Boston,6,4.0,4.0,1.5,4.98,191,1.0,56,3420.0,1,True,False,False,False,0.3150684931506849,397.0
47881008,42.34558,-71.09618,Fenway,5,2.0,2.0,2.0,,0,266.0,40,4027.0,1,True,False,False,False,0.12876712328767123,335.0
47890883,42.28626,-71.04232,Dorchester,3,1.0,1.0,1.0,4.91,303,3.0,37,1732.0,1,True,False,False,False,0.9287671232876712,140.0
47952948,42.33635,-71.07506,South End,2,1.0,1.0,1.5,4.78,72,5.0,33,3704.0,1,True,False,False,False,0.0,299.0
47954520,42.3504,-71.06996,Downtown,2,,,,4.99,87,2.0,23,4251.0,1,True,False,False,False,0.9945205479452055,
47999268,42.33873,-71.15151,Brighton,2,1.0,,,,0,1.0,10,3410.0,1,True,False,False,False,1.0,
48000343,42.35593,-71.05837,Downtown,2,0.0,1.0,1.0,4.74,227,40.0,38,1757.0,1,True,False,False,False,0.3561643835616438,209.0
48011996,42.26396,-71.10395,Hyde Park,4,1.0,2.0,1.0,4.2,5,3.0,54,3446.0,1,False,False,True,False,0.5205479452054794,51.0
48013642,42.32923,-71.09184,Roxbury,1,1.0,0.0,1.0,4.73,11,79.0,18,5216.0,1,True,False,False,False,0.6136986301369863,103.0
48030134,42.29916,-71.08675,Roxbury,11,4.0,5.0,2.0,4.95,214,1.0,49,1844.0,1,True,False,False,False,0.4,290.0
48080487,42.36319,-71.05127,North End,3,1.0,1.0,1.0,4.89,83,22.0,46,4393.0,1,True,False,False,False,0.3150684931506849,245.0
48093039,42.34882420341916,-71.09481479655527,Fenway,4,2.0,2.0,2.5,4.74,293,59.0,47,2294.0,1,True,False,False,False,0.19452054794520549,525.0
48103622,42.35727,-71.0551,Downtown,4,2.0,2.0,2.0,4.65,234,59.0,38,2294.0,1,True,False,False,False,0.11506849315068493,422.0
48103833,42.35835418840674,-71.05321336034264,Downtown,4,2.0,2.0,2.0,4.74,248,59.0,40,2294.0,1,True,False,False,False,0.11506849315068493,404.0
48107968,42.3347357,-71.1018627,Mission Hill,2,1.0,1.0,1.0,3.0,1,5084.0,31,3233.0,1,True,False,False,False,1.0,269.0
48120609,42.35866,-71.13006,Allston,1,1.0,1.0,2.0,4.67,6,9.0,37,3769.0,1,False,False,True,False,0.2493150684931507,60.0
48131435,42.34901,-71.0666,Bay Village,6,3.0,3.0,2.0,4.8,190,28.0,56,3486.0,1,True,False,False,False,0.8328767123287671,574.0
48173950,42.26353,-71.12697,Hyde Park,4,2.0,4.0,1.0,4.68,60,1.0,49,1711.0,1,True,False,False,False,0.9178082191780822,238.0
48210680,42.30019,-71.08438,Dorchester,2,1.0,2.0,1.0,4.29,7,12.0,21,4595.0,1,True,False,False,False,0.7561643835616438,129.0
48231177,42.35505294799805,-71.06218719482422,Downtown,2,1.0,2.0,1.0,4.4,120,6.0,24,2144.0,1,True,False,False,False,0.3013698630136986,221.0
48285608,42.35529,-71.06087,Downtown,5,2.0,3.0,2.0,4.75,107,1.0,29,1713.0,1,True,False,False,False,1.0,737.0
48298464,42.34146,-71.07185,South End,4,2.0,2.0,2.0,5.0,18,5.0,52,4166.0,1,True,False,False,False,0.4191780821917808,259.0
48357656,42.38099,-71.07038,Charlestown,4,1.0,2.0,1.0,4.98,135,1.0,62,3945.0,1,True,False,False,False,0.3726027397260274,196.0
48361088,42.355056736770834,-71.06221200170934,Downtown,2,1.0,2.0,1.0,4.37,379,6.0,25,2751.0,1,False,False,True,False,0.2054794520547945,162.0
