id,latitude,longitude,neighbourhood_cleansed,accommodates,bedrooms,beds,bathrooms,review_scores_rating,number_of_reviews,host_listings_count,amenities_count,host_tenure_days,has_picture,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,occupancy_rate_mean,target_price
3781,42.36413,-71.02991,East Boston,2,1.0,1.0,1.0,4.96,26,3.0,28,6168.0,1,True,False,False,False,0.10684931506849316,125.0
5506,42.32844,-71.09581,Roxbury,2,1.0,1.0,1.0,4.82,138,12.0,29,6090.0,1,True,False,False,False,0.8164383561643835,129.0
6695,42.32802,-71.09387,Roxbury,4,0.0,2.0,1.0,4.81,141,12.0,29,6090.0,1,True,False,False,False,0.8465753424657534,168.0
8789,42.35867,-71.06307,Beacon Hill,2,1.0,2.0,1.0,4.69,29,8.0,33,5937.0,1,True,False,False,False,0.2410958904109589,140.0
10811,42.35173,-71.08685,Back Bay,3,0.0,1.0,1.0,4.33,9,21.0,22,5881.0,1,True,False,False,False,0.40273972602739727,166.0
10813,42.35061,-71.08787,Back Bay,2,0.0,1.0,1.0,5.0,6,21.0,33,5881.0,1,True,False,False,False,0.6794520547945205,202.0
10986,42.36377,-71.05206,North End,2,0.0,1.0,1.0,4.5,2,21.0,34,5881.0,1,True,False,False,False,0.0958904109589041,202.0
18711,42.32212,-71.06096,Dorchester,6,3.0,3.0,1.0,4.3,51,60.0,54,5756.0,1,True,False,False,False,0.21643835616438356,162.0
29765,42.37754,-71.06642,Charlestown,2,1.0,1.0,1.0,4.97,103,1.0,33,5636.0,1,True,False,False,False,0.5260273972602739,323.0
40601,42.31347,-71.11082,Jamaica Plain,2,1.0,1.0,1.5,4.98,103,1.0,60,5574.0,1,False,False,True,False,0.06575342465753424,91.0
45987,42.37424,-71.06081,Charlestown,3,1.0,1.0,1.0,4.67,143,1.0,62,5545.0,1,True,False,False,False,0.8794520547945206,176.0
47521,42.29871,-71.05954,Dorchester,2,0.0,1.0,1.0,4.45,334,7.0,15,5650.0,1,True,False,False,False,0.8328767123287671,59.0
60029,42.32546,-71.08894,Roxbury,1,1.0,1.0,1.0,4.73,145,1.0,26,5496.0,1,False,False,True,False,0.36164383561643837,72.0
60356,42.35894,-71.0631,Beacon Hill,2,1.0,1.0,1.0,4.84,19,8.0,25,5937.0,1,True,False,False,False,0.6876712328767123,106.0
77681,42.37865,-71.06373,Charlestown,2,1.0,1.0,1.0,4.36,71,1.0,35,5350.0,1,False,False,True,False,0.0,140.0
77691,42.29871,-71.05954,Dorchester,2,,,,4.41,304,7.0,28,5650.0,1,False,False,True,False,0.11232876712328767,
163941,42.32806,-71.09423,Roxbury,6,2.0,3.0,1.0,4.71,317,12.0,34,6090.0,1,True,False,False,False,0.8767123287671232,225.0
184893,42.37823,-71.06778,Charlestown,4,1.0,,,,0,9.0,38,5200.0,1,True,False,False,False,0.27945205479452057,
197727,42.31331,-71.12061,Jamaica Plain,1,1.0,1.0,1.0,4.97,66,1.0,55,5185.0,1,False,False,True,False,0.1643835616438356,62.0
197972,42.31533,-71.11025,Jamaica Plain,2,1.0,1.0,1.0,4.89,570,2.0,50,5185.0,1,True,False,False,False,0.7068493150684931,174.0
205894,42.29871,-71.05954,Dorchester,2,3.0,,,4.45,217,7.0,25,5650.0,1,False,False,True,False,0.11506849315068493,
210097,42.31685,-71.10867,Jamaica Plain,2,0.0,1.0,1.0,4.9,330,1.0,44,5169.0,1,True,False,False,False,0.40273972602739727,133.0
220676,42.36614,-71.05226,North End,3,1.0,1.0,1.0,4.93,366,1.0,28,5156.0,1,False,False,True,False,0.5095890410958904,279.0
257588,42.33255,-71.04125,South Boston,4,2.0,2.0,1.0,4.85,536,2.0,54,5106.0,1,True,False,False,False,0.13972602739726028,322.0
297994,42.33583,-71.05271,South Boston,4,2.0,2.0,1.0,4.59,71,1.0,50,5050.0,1,True,False,False,False,0.3452054794520548,270.0
315982,42.29871,-71.05954,Dorchester,4,2.0,3.0,2.0,4.36,121,7.0,22,5650.0,1,True,False,False,False,0.09863013698630137,245.0
377474,42.29871,-71.05954,Dorchester,1,1.0,1.0,0.5,4.66,118,7.0,20,5650.0,1,False,False,True,False,0.16712328767123288,50.0
447826,42.31658,-71.11012,Jamaica Plain,2,1.0,1.0,1.0,4.84,431,1.0,31,4952.0,1,False,False,True,False,0.4273972602739726,76.0
496022,42.31062,-71.1176,Jamaica Plain,2,,,,4.93,16,1.0,15,4967.0,1,False,False,True,False,1.0,
507525,42.34914,-71.06781,Bay Village,2,1.0,,,5.0,8,1.0,6,4894.0,1,True,False,False,False,1.0,
530983,42.31368,-71.0612,Dorchester,9,5.0,,,4.4,65,60.0,53,5756.0,1,True,False,False,False,1.0,
533152,42.32212,-71.06096,Dorchester,5,2.0,2.0,1.0,4.67,66,60.0,56,5756.0,1,True,False,False,False,0.11232876712328767,123.0
579605,42.32212,-71.06095,Dorchester,6,3.0,3.0,1.0,4.43,58,60.0,54,5756.0,1,True,False,False,False,0.873972602739726,153.0
583255,42.34096,-71.14647,Brighton,2,1.0,,,5.0,11,1.0,15,5440.0,1,True,False,False,False,1.0,
601750,42.29061,-71.15293,West Roxbury,3,2.0,1.0,1.0,,0,60.0,52,5756.0,1,True,False,False,False,0.005479452054794521,194.0
601763,42.29192,-71.15407,West Roxbury,5,3.0,3.0,1.0,4.56,43,60.0,40,5756.0,1,True,False,False,False,0.4821917808219178,150.0
611081,42.37579,-71.04981,Charlestown,6,1.0,4.0,1.0,4.8,142,18.0,32,4840.0,1,True,False,False,False,0.12602739726027398,251.0
619142,42.377338,-71.063095,Charlestown,2,1.0,1.0,1.0,4.8,199,1.0,31,5309.0,1,True,False,False,False,0.9945205479452055,175.0
708802,42.37826919555664,-71.06332397460938,Charlestown,4,1.0,2.0,1.0,4.91,521,2.0,34,4778.0,1,True,False,False,False,0.5150684931506849,208.0
743211,42.30833,-71.11456,Jamaica Plain,10,4.0,4.0,2.5,4.86,93,2.0,52,4862.0,1,True,False,False,False,0.2219178082191781,621.0
750438,42.30733,-71.11129,Jamaica Plain,1,1.0,1.0,1.0,4.89,317,7.0,48,4749.0,1,False,False,True,False,0.3780821917808219,116.0
753446,42.28573,-71.12334,Roslindale,2,1.0,2.0,1.0,4.82,141,1.0,11,4747.0,1,False,False,True,False,0.0,55.0
801680,42.32795,-71.09412,Roxbury,4,0.0,1.0,1.0,4.85,74,12.0,31,6090.0,1,True,False,False,False,0.8657534246575342,141.0
820073,42.3558,-71.06104,Downtown,4,1.0,2.0,2.0,4.97,240,2.0,53,4973.0,1,True,False,False,False,0.12602739726027398,449.0
849408,42.29038,-71.13919,Roslindale,8,3.0,4.0,2.0,4.88,114,2.0,72,4692.0,1,True,False,False,False,0.8,420.0
863788,42.344162,-71.070381,South End,4,2.0,,,5.0,25,1.0,55,5225.0,1,True,False,False,False,1.0,
894539,42.29017,-71.13169,Roslindale,2,1.0,1.0,1.5,4.87,68,2.0,38,4660.0,1,False,False,True,False,0.4958904109589041,82.0
962610,42.29175,-71.14096,West Roxbury,2,1.0,2.0,1.0,4.91,113,2.0,51,4692.0,1,True,False,False,False,0.8547945205479452,136.0
973695,42.35976409912109,-71.06116485595703,Downtown,4,1.0,2.0,1.0,4.76,61,4.0,40,4998.0,1,False,False,True,False,0.0,182.0
989163,42.34308,-71.07316,South End,2,0.0,1.0,1.0,4.86,93,7.0,52,4608.0,1,True,False,False,False,0.4602739726027397,289.0
1055627,42.36194,-71.06256,Downtown,3,1.0,,,4.25,8,2.0,17,4709.0,1,True,False,False,False,1.0,
1071235,42.31653,-71.11049,Jamaica Plain,2,1.0,1.0,1.0,4.85,416,2.0,41,5185.0,1,True,False,False,False,0.673972602739726,158.0
1077105,42.34022,-71.075,South End,2,,,,,0,1.0,1,4575.0,1,True,False,False,False,1.0,
1090545,42.34475,-71.08204,Back Bay,1,1.0,1.0,1.0,4.63,117,1.0,38,4964.0,1,False,False,True,False,0.0,204.0
1092093,42.33395767211914,-71.10222625732422,Mission Hill,2,1.0,1.0,2.0,4.68,31,8.0,31,5937.0,1,True,False,False,False,0.2821917808219178,135.0
1109224,42.32004,-71.11185,Jamaica Plain,8,4.0,6.0,2.0,4.74,97,1.0,32,5053.0,1,True,False,False,False,0.26575342465753427,442.0
1130279,42.36489,-71.05198,North End,6,3.0,3.0,1.0,4.79,203,1.0,34,4895.0,1,True,False,False,False,0.09863013698630137,505.0
1161210,42.27171,-71.16688,West Roxbury,3,1.0,2.0,1.0,4.57,209,1.0,31,4755.0,1,False,False,True,False,0.030136986301369864,86.0
1252489,42.35977,-71.06774,Beacon Hill,2,1.0,,,4.92,64,1.0,13,4519.0,1,True,False,False,False,1.0,
1275498,42.34294,-71.07304,South End,2,1.0,1.0,1.0,4.84,123,7.0,53,4608.0,1,True,False,False,False,0.663013698630137,358.0
1303261,42.35714,-71.06968,Beacon Hill,2,1.0,2.0,1.0,4.45,23,1.0,29,4943.0,1,True,False,False,False,0.01643835616438356,340.0
1321422,42.30907,-71.04674,Dorchester,4,2.0,,,4.89,682,2.0,58,4532.0,1,True,False,False,False,1.0,
1445064,42.3800475,-71.062315,Charlestown,1,1.0,1.0,1.0,4.7,122,1.0,64,4663.0,1,False,False,True,False,0.18356164383561643,65.0
1472520,42.30856,-71.04646,Dorchester,3,1.0,,,4.88,756,2.0,44,4532.0,1,False,False,True,False,1.0,
1545185,42.34873,-71.15693,Brighton,2,1.0,1.0,1.0,4.82,303,4.0,63,5246.0,1,True,False,False,False,0.9753424657534246,128.0
1551205,42.34175,-71.08359,Fenway,4,2.0,,,4.85,40,1.0,11,4448.0,1,True,False,False,False,0.0,
1596470,42.34988,-71.06918,Bay Village,9,3.0,,,4.98,172,2.0,55,5317.0,1,True,False,False,False,1.0,
1596664,42.3256,-71.09413,Roxbury,1,1.0,1.0,2.0,4.85,27,3.0,35,4438.0,1,False,False,True,False,0.336986301369863,56.0
1644031,42.33835,-71.0472,South Boston,2,1.0,1.0,1.0,4.86,628,1.0,49,3409.0,1,False,False,True,False,0.8767123287671232,124.0
1668313,42.28132,-71.13377,Roslindale,1,,,,4.79,38,2.0,33,4422.0,1,False,False,True,False,1.0,
1682936,42.349278,-71.087074,Back Bay,2,1.0,,,4.84,238,4.0,41,4419.0,1,True,False,False,False,0.9643835616438357,
1692573,42.31293,-71.11527,Jamaica Plain,4,2.0,3.0,1.0,4.91,326,2.0,26,4423.0,1,True,False,False,False,0.1917808219178082,214.0
1721016,42.28639,-71.13199,Roslindale,2,1.0,1.0,1.5,4.92,13,3.0,18,4473.0,1,True,False,False,False,0.03287671232876712,112.0
1724900,42.28447,-71.13301,Roslindale,4,2.0,2.0,1.0,4.61,44,3.0,38,4473.0,1,True,False,False,False,0.019178082191780823,167.0
1732804,42.29009,-71.05762,Dorchester,2,1.0,1.0,1.0,4.89,199,1.0,29,4409.0,1,False,False,True,False,0.1232876712328767,63.0
1810172,42.28127,-71.13304,Roslindale,2,1.0,1.0,1.0,4.81,47,2.0,33,4422.0,1,False,False,True,False,0.273972602739726,63.0
1810397,42.34279,-71.0711,South End,6,3.0,4.0,2.5,4.97,60,2.0,41,4389.0,1,True,False,False,False,0.2136986301369863,1250.0
1815326,42.3569,-71.1624,Brighton,2,1.0,1.0,1.5,4.76,303,2.0,30,4388.0,1,False,False,True,False,0.005479452054794521,118.0
1819994,42.34981,-71.09476,Fenway,1,2.0,1.0,1.0,4.0,2,7.0,22,4386.0,1,True,False,False,False,0.005479452054794521,258.0
1886037,42.35985,-71.0717,Beacon Hill,4,2.0,,,5.0,1,1.0,10,5036.0,1,True,False,False,False,1.0,
1956275,42.3079,-71.12378,Jamaica Plain,6,3.0,,,4.41,105,1.0,16,4382.0,1,True,False,False,False,1.0,
2014651,42.30593,-71.10733,Jamaica Plain,2,1.0,1.0,1.0,4.62,38,1.0,26,4938.0,1,False,False,True,False,0.0,120.0
2021483,42.3358,-71.04948,South Boston,6,2.0,4.0,2.0,4.86,22,7.0,61,4353.0,1,True,False,False,False,0.5945205479452055,598.0
2021489,42.33375,-71.04767,South Boston,3,1.0,1.0,1.0,4.73,85,7.0,43,4353.0,1,False,False,True,False,0.0,187.0
2108738,42.3504,-71.08891,Back Bay,2,,,,4.31,32,1.0,8,4324.0,1,True,False,False,False,1.0,
2141306,42.3559,-71.05998,Downtown,6,2.0,,,4.86,7,1.0,18,4614.0,1,True,False,False,False,1.0,
2183117,42.34995,-71.13427,Allston,2,1.0,1.0,1.0,4.84,55,1.0,23,4306.0,1,True,False,False,False,0.7972602739726027,181.0
2215762,42.342121,-71.075073,South End,2,1.0,1.0,1.0,4.82,97,7.0,55,4608.0,1,True,False,False,False,0.4986301369863014,303.0
2378421,42.31146,-71.11947,Jamaica Plain,2,1.0,2.0,1.0,4.96,208,1.0,30,4272.0,1,True,False,False,False,0.7534246575342466,180.0
2381143,42.34391,-71.15628,Brighton,2,1.0,1.0,1.0,4.92,12,3.0,25,4272.0,1,True,False,False,False,0.6,75.0
2395326,42.34568,-71.07169,South End,2,1.0,,,4.86,407,3.0,29,4269.0,1,True,False,False,False,1.0,
2410846,42.35702,-71.06168,Downtown,2,1.0,1.0,1.0,4.68,37,1.0,33,4830.0,1,True,False,False,False,0.5315068493150685,175.0
2495047,42.34309,-71.07316,South End,2,0.0,0.0,1.0,4.84,98,7.0,54,4608.0,1,True,False,False,False,0.5698630136986301,269.0
2526773,42.34272,-71.15672,Brighton,2,1.0,1.0,1.0,4.84,19,3.0,21,4272.0,1,True,False,False,False,0.6410958904109589,77.0
2672058,42.35429,-71.13251,Allston,2,,,,4.25,12,1.0,10,4229.0,1,False,False,True,False,1.0,
2701124,42.34492,-71.08482,Back Bay,4,1.0,2.0,1.0,4.61,74,1.0,23,4222.0,1,True,False,False,False,0.0,280.0
2723274,42.34868,-71.07043,Bay Village,2,2.0,,,4.88,26,1.0,31,4424.0,1,True,False,False,False,1.0,
2754975,42.35902,-71.06296,Beacon Hill,4,1.0,2.0,1.0,4.87,99,2.0,18,4516.0,1,True,False,False,False,0.0136986301369863,150.0
2864688,42.38148,-71.06967,Charlestown,5,3.0,4.0,2.0,,0,9.0,5,5200.0,1,True,False,False,False,0.0,237.0
2886933,42.26043,-71.11766,Hyde Park,6,4.0,,,4.93,138,1.0,59,4223.0,1,True,False,False,False,0.9917808219178083,
3164650,42.23533,-71.13256,Hyde Park,4,2.0,2.0,1.0,4.5,38,21.0,37,4167.0,1,True,False,False,False,0.1643835616438356,125.0
3193484,42.28814,-71.06889,Dorchester,1,1.0,1.0,1.0,4.87,15,27.0,35,4164.0,1,False,False,True,False,0.0,51.0
3229255,42.28657,-71.13236,Roslindale,3,1.0,2.0,1.0,4.85,208,3.0,51,4160.0,1,True,False,False,False,0.0821917808219178,153.0
3294152,42.31281,-71.06098,Dorchester,4,1.0,1.0,1.0,4.53,269,3.0,65,4366.0,1,True,False,False,False,0.29863013698630136,132.0
3343428,42.32811,-71.09157,Roxbury,2,1.0,2.0,1.0,4.94,512,6.0,66,4302.0,1,False,False,True,False,0.8904109589041096,124.0
3441982,42.31907,-71.09252,Roxbury,3,0.0,2.0,1.0,4.93,148,4.0,32,4222.0,1,True,False,False,False,0.6273972602739726,118.0
3457722,42.35564,-71.15746,Brighton,8,3.0,,,4.96,55,1.0,64,4556.0,1,True,False,False,False,1.0,
3463914,42.351,-71.08899,Back Bay,4,1.0,,,4.44,27,1.0,12,4133.0,1,True,False,False,False,1.0,
3520353,42.35884,-71.06332,Beacon Hill,2,1.0,1.0,1.0,4.8,254,1.0,31,4538.0,1,True,False,False,False,0.22465753424657534,188.0
3521944,42.29742,-71.157,West Roxbury,4,1.0,,,4.67,3,1.0,9,4127.0,1,True,False,False,False,1.0,
3539510,42.32213,-71.06094,Dorchester,6,3.0,3.0,1.0,4.39,31,60.0,56,5756.0,1,True,False,False,False,0.873972602739726,159.0
3544343,42.35844,-71.06153,Downtown,2,1.0,,,,0,1.0,8,4125.0,1,True,False,False,False,1.0,
3602379,42.32843,-71.09369,Roxbury,4,1.0,1.0,1.0,4.78,339,5.0,28,4118.0,1,True,False,False,False,0.5671232876712329,177.0
3656168,42.31676,-71.08,Roxbury,1,2.0,1.0,1.0,4.33,6,31.0,19,4112.0,1,False,False,True,False,0.0,38.0
3672942,42.27242,-71.16573,West Roxbury,2,1.0,1.0,1.0,4.83,6,1.0,46,4111.0,1,True,False,False,False,0.7917808219178082,149.0
3705824,42.31676,-71.08,Roxbury,1,2.0,1.0,1.0,,0,31.0,8,4112.0,1,False,False,True,False,0.0,35.0
3890373,42.35792,-71.06432,Beacon Hill,2,1.0,2.0,1.0,4.9,257,1.0,41,4100.0,1,True,False,False,False,0.5041095890410959,150.0
3957602,42.31016,-71.10582,Jamaica Plain,2,2.0,1.0,1.0,4.88,130,1.0,26,4942.0,1,False,False,True,False,0.8547945205479452,105.0
3965313,42.38679,-71.00271,East Boston,4,1.0,3.0,2.5,4.38,90,1.0,20,4076.0,1,False,False,True,False,0.7534246575342466,42.0
3968797,42.28969,-71.13183,Roslindale,2,,,,4.92,78,2.0,30,4660.0,1,False,False,True,False,0.6958904109589041,
3969526,42.33765,-71.07434,South End,4,2.0,2.0,1.0,4.83,364,1.0,61,4610.0,1,True,False,False,False,0.7506849315068493,169.0
4000384,42.31826,-71.09956,Jamaica Plain,2,1.0,1.0,1.0,4.92,235,1.0,25,4315.0,1,False,False,True,False,0.28493150684931506,112.0
4089940,42.36619,-71.05217,North End,3,2.0,2.0,1.0,4.72,61,184.0,31,4069.0,1,True,False,False,False,0.5753424657534246,228.0
4119345,42.31063344940129,-71.10855891982172,Jamaica Plain,6,2.0,4.0,2.5,4.89,65,4.0,61,5090.0,1,True,False,False,False,0.2136986301369863,241.0
4148586,42.35491,-71.07463,Back Bay,2,1.0,,,4.8,15,1.0,2,4785.0,1,True,False,False,False,1.0,
4150640,42.36618,-71.05217,North End,3,1.0,,,4.93,28,184.0,34,4069.0,1,True,False,False,False,1.0,
4173285,42.28547,-71.06799,Dorchester,1,1.0,1.0,1.0,5.0,14,1.0,42,4857.0,1,False,False,True,False,0.4712328767123288,69.0
4233242,42.31246,-71.10793,Jamaica Plain,1,1.0,1.0,1.0,4.7,50,2.0,28,5553.0,1,False,False,True,False,0.273972602739726,85.0
4257929,42.34853,-71.09256,Fenway,4,2.0,,,,0,1.0,8,4042.0,1,True,False,False,False,1.0,
4263736,42.32971,-71.0931,Roxbury,3,1.0,2.0,1.0,4.95,618,6.0,65,4302.0,1,False,False,True,False,0.8931506849315068,146.0
4278067,42.34128,-71.07607,South End,2,0.0,1.0,1.0,4.71,79,10.0,26,4379.0,1,True,False,False,False,0.7671232876712328,175.0
4291607,42.33678,-71.15237,Brighton,2,,,,5.0,2,1.0,6,4146.0,1,True,False,False,False,1.0,
4315439,42.38831,-71.0044,East Boston,1,1.0,2.0,1.0,4.57,7,2.0,29,4030.0,1,False,False,True,False,0.5424657534246575,99.0
4348422,42.31128,-71.10981,Jamaica Plain,2,,,,,0,1.0,11,4035.0,1,False,False,True,False,1.0,
4364925,42.34128,-71.07607,South End,5,2.0,3.0,1.0,4.82,150,10.0,19,4379.0,1,True,False,False,False,0.33424657534246577,180.0
4364989,42.34128,-71.07607,South End,4,1.0,2.0,1.0,4.83,88,10.0,27,4379.0,1,True,False,False,False,0.5178082191780822,175.0
4410765,42.35309,-71.14822,Brighton,5,3.0,4.0,2.0,4.69,16,1.0,82,4372.0,1,True,False,False,False,0.13972602739726028,194.0
4460532,42.32942,-71.09149,Roxbury,1,1.0,1.0,1.0,4.93,509,6.0,65,4302.0,1,False,False,True,False,0.9178082191780822,100.0
4461613,42.36017,-71.06346,Beacon Hill,2,0.0,1.0,1.0,4.57,238,120.0,28,4032.0,1,True,False,False,False,0.09863013698630137,162.0
4461846,42.34441,-71.07633,South End,2,0.0,1.0,1.0,4.58,109,120.0,28,4032.0,1,True,False,False,False,0.11232876712328767,142.0
4461901,42.34447,-71.07644,South End,1,1.0,1.0,1.0,4.57,179,120.0,27,4032.0,1,True,False,False,False,0.13150684931506848,221.0
4500409,42.34982,-71.08264,Back Bay,2,0.0,1.0,1.0,4.61,175,120.0,29,4032.0,1,True,False,False,False,0.21643835616438356,221.0
4555637,42.32965,-71.0932,Roxbury,1,1.0,1.0,1.0,4.92,590,6.0,64,4302.0,1,False,False,True,False,0.8931506849315068,106.0
4560053,42.32397,-71.09085,Roxbury,8,3.0,4.0,1.5,4.76,127,12.0,29,6090.0,1,True,False,False,False,0.8712328767123287,246.0
4566095,42.34301,-71.07304,South End,2,1.0,1.0,1.0,4.88,42,7.0,54,4608.0,1,True,False,False,False,0.4958904109589041,175.0
4568116,42.32967,-71.09328,Roxbury,3,0.0,2.0,1.0,4.9,905,6.0,51,4302.0,1,True,False,False,False,0.8986301369863013,154.0
4593974,42.31676,-71.08,Roxbury,1,1.0,1.0,2.0,4.86,7,31.0,20,4112.0,1,False,False,True,False,0.0,39.0
4593985,42.31676,-71.08,Roxbury,1,2.0,1.0,1.0,4.0,1,31.0,10,4112.0,1,False,False,True,False,0.0,39.0
4602191,42.3645578,-71.0692521,West End,5,2.0,2.0,2.0,4.71,17,9.0,48,4087.0,1,True,False,False,False,0.5095890410958904,432.0
4614037,42.378693,-71.035088,East Boston,8,2.0,9.0,1.0,4.86,455,4.0,62,4410.0,1,True,False,False,False,0.06575342465753424,231.0
4623114,42.34441,-71.07633,South End,2,0.0,1.0,1.0,4.64,180,120.0,26,4032.0,1,True,False,False,False,0.11232876712328767,161.0
4624582,42.31676,-71.08,Roxbury,1,2.0,1.0,2.0,4.5,4,31.0,10,4112.0,1,False,False,True,False,0.0,39.0
4625517,42.33245,-71.10642,Mission Hill,2,,,,,0,1.0,8,4506.0,1,False,False,True,False,1.0,
4630071,42.34341,-71.15451,Brighton,1,1.0,1.0,1.0,5.0,21,3.0,17,4272.0,1,True,False,False,False,0.2054794520547945,60.0
4662379,42.34765,-71.15509,Brighton,12,5.0,6.0,2.0,4.89,221,1.0,29,3986.0,1,True,False,False,False,0.2054794520547945,326.0
4699828,42.2563,-71.12762,Hyde Park,7,2.0,2.0,2.0,4.6,114,1.0,58,4098.0,1,True,False,False,False,0.3287671232876712,211.0
4710583,42.35914,-71.13348,Allston,2,,,,5.0,3,5.0,11,4124.0,1,False,False,True,False,1.0,
4737304,42.35111,-71.16529,Brighton,1,1.0,1.0,1.0,4.79,29,1.0,17,3985.0,1,False,False,True,False,0.4136986301369863,58.0
4755586,42.27667,-71.08169,Mattapan,1,,,,4.79,24,5.0,45,3975.0,1,False,False,True,False,0.6,
4757808,42.35815,-71.07102,Beacon Hill,4,1.0,,,4.4,5,1.0,9,4835.0,1,True,False,False,False,1.0,
4765070,42.32352198858505,-71.10688328334862,Jamaica Plain,2,0.0,1.0,1.0,4.67,443,1.0,39,3973.0,1,True,False,False,False,0.2191780821917808,94.0
5047340,42.35779,-71.13347,Allston,10,4.0,,,4.91,359,2.0,65,4350.0,1,True,False,False,False,1.0,
5048406,42.31124,-71.06551,Dorchester,1,5.0,7.0,2.0,4.85,41,1.0,24,3936.0,1,False,False,True,False,0.18082191780821918,59.0
5049582,42.31327,-71.10811,Jamaica Plain,1,1.0,1.0,1.0,4.68,37,2.0,14,5553.0,1,False,False,True,False,0.08767123287671233,70.0
5054601,42.33034,-71.05802,South Boston,2,1.0,1.0,1.0,4.61,204,4.0,12,3935.0,1,False,False,True,False,0.8301369863013699,71.0
5088560,42.34041,-71.08384,Roxbury,4,2.0,2.0,1.5,4.98,100,4.0,52,4050.0,1,True,False,False,False,0.15342465753424658,570.0
5166870,42.30542,-71.10409,Jamaica Plain,4,2.0,3.0,1.0,4.93,502,1.0,50,5067.0,1,True,False,False,False,0.2547945205479452,247.0
5203538,42.34024,-71.07483,South End,6,3.0,4.0,2.5,5.0,44,1.0,55,3920.0,1,True,False,False,False,0.9205479452054794,950.0
5358934,42.31681,-71.08001,Roxbury,1,1.0,1.0,1.0,5.0,6,31.0,17,4112.0,1,False,False,True,False,0.0,39.0
5364137,42.38704,-71.00581,East Boston,2,1.0,1.0,1.0,4.49,87,13.0,46,3995.0,1,True,False,False,False,0.8164383561643835,62.0
5371051,42.31163,-71.06351,Dorchester,5,3.0,4.0,1.0,4.81,268,10.0,31,3902.0,1,True,False,False,False,0.4,126.0
5434353,42.28629,-71.13839,Roslindale,3,2.0,2.0,1.0,4.64,25,2.0,27,4379.0,1,True,False,False,False,0.09863013698630137,155.0
5478135,42.38455,-71.00217,East Boston,4,2.0,,,4.85,26,1.0,17,4228.0,1,True,False,False,False,1.0,
5495267,42.31676,-71.08,Roxbury,1,2.0,1.0,2.0,5.0,2,31.0,18,4112.0,1,False,False,True,False,0.0,39.0
5526487,42.33211,-71.09842,Mission Hill,6,3.0,3.0,2.0,4.89,240,5.0,26,3887.0,1,True,False,False,False,0.863013698630137,336.0
5526514,42.3285,-71.09608,Roxbury,4,0.0,2.0,1.0,4.8,132,5.0,32,3887.0,1,True,False,False,False,0.9095890410958904,162.0
5581575,42.34628,-71.08064,Back Bay,4,2.0,2.0,1.0,4.93,215,2.0,66,3886.0,1,True,False,False,False,0.5178082191780822,250.0
5718801,42.34441,-71.07633,South End,2,,,,4.54,160,120.0,25,4032.0,1,True,False,False,False,0.6164383561643836,
5726250,42.38118,-71.06073,Charlestown,5,4.0,3.0,3.0,4.97,35,1.0,27,3870.0,1,True,False,False,False,0.684931506849315,625.0
5738018,42.32448,-71.10664,Jamaica Plain,4,2.0,,,,0,1.0,12,4493.0,1,True,False,False,False,1.0,
5746844,42.33509,-71.07847,Roxbury,1,1.0,1.0,1.5,4.89,9,2.0,59,4322.0,1,False,False,True,False,0.0,100.0
5768819,42.34447,-71.07644,South End,2,0.0,1.0,1.0,4.51,179,120.0,28,4032.0,1,True,False,False,False,0.13424657534246576,184.0
5769127,42.34447,-71.07644,South End,1,0.0,1.0,1.0,4.55,326,120.0,28,4032.0,1,True,False,False,False,0.3780821917808219,123.0
5775139,42.35211,-71.13178,Allston,2,,,,,0,1.0,1,3865.0,1,False,False,True,False,1.0,
5781926,42.33286,-71.04506,South Boston,3,0.0,2.0,1.0,4.88,105,1.0,53,3872.0,1,True,False,False,False,0.0821917808219178,277.0
5782221,42.36726,-71.05424,North End,4,2.0,2.0,1.5,4.97,315,1.0,25,4112.0,1,True,False,False,False,0.8328767123287671,330.0
5813177,42.34306,-71.0872,Fenway,2,1.0,,,,0,1.0,7,3862.0,1,True,False,False,False,1.0,
5856633,42.33284,-71.04685,South Boston,5,2.0,,,5.0,1,1.0,12,3858.0,1,True,False,False,False,1.0,
5870922,42.3605,-71.12633,Allston,2,1.0,1.0,1.0,4.9,403,17.0,43,3919.0,1,False,False,True,False,0.4410958904109589,71.0
5884429,42.28516,-71.13772,Roslindale,1,1.0,1.0,1.0,4.95,118,3.0,53,4183.0,1,False,False,True,False,0.5315068493150685,81.0
5919529,42.35009,-71.07023,Back Bay,6,3.0,2.0,2.5,5.0,14,4.0,24,3984.0,1,True,False,False,False,0.5150684931506849,512.0
5927267,42.33034,-71.05802,South Boston,2,,,,4.45,209,4.0,8,3935.0,1,False,False,True,False,0.8465753424657534,
5932402,42.34459,-71.06999,South End,2,,,,,0,1.0,9,4929.0,1,False,False,True,False,1.0,
5967421,42.3605,-71.12633,Allston,2,1.0,1.0,1.0,4.82,180,17.0,31,3919.0,1,False,False,True,False,0.22465753424657534,74.0
5974886,42.32431720644971,-71.0586656980579,Dorchester,2,1.0,1.0,1.0,4.97,35,1.0,43,3993.0,1,True,False,False,False,0.947945205479452,267.0
6080461,42.32966,-71.09597,Roxbury,4,0.0,2.0,1.0,4.71,156,5.0,29,3887.0,1,True,False,False,False,0.821917808219178,177.0
